image_path,label,source
C:\Projects\choochoo\data\raw\cifake\train\REAL\0122.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3886 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4119 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4722.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1104 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img027470.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3899 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2175.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0042 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\583 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2203 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4766 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5117 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1784 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1529 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1757 (9).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1167 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4348 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3618 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0032 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5937 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4999 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2086 (9).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4010 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1214 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\913 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\501 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3553 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5357 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4777 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4823 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3277 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4324 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3939 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\928 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5475 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3540.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4359 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2094.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4183 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3363.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1982 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1563 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4375 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2311 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4792 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1125 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1222 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4466 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1637 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4786 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\570 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0449 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0585 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0304 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4948 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\80c2cbd9bc976fef126b059495e2a8d3.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4787 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2054 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4304 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2259 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1755 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2850 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1051 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4913 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2741 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4419 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0079.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2925 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0178 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\781 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3639 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\f04ff0a7617160c98048e1e322af9496.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1550 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2124 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4387 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2431 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1868 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\sid_set\00003_00163.jpg,0,sid_set
C:\Projects\choochoo\data\raw\cifake\train\REAL\2834 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\c99a6299bafc7aeb66683b16f35d04f0.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1049 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2306 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2493 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img006276.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\158 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2882 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5342 (9).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3204 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\sid_set\00003_00375.jpg,0,sid_set
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2945 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1705 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2433 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0282.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4602 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1492 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5213 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2413 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\285 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2013 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3640 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_CC9K\4509e1ddd209fea53c1f22aac66a6b80.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3670 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3614 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0340 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3611 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4461 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1541 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4814 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1016 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2903.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1792 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5786 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1475 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3733 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_CC9K\28e6dc81ab58c623bb68569cd1b15a0d.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0346 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5212.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4980 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2247 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5850 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3419 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1307 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3293 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0007 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3309 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\656 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3570 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4101 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\439.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1935 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4171 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4676 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2356 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0621 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2341 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5686 (9).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5130 (9).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img019887.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2847 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4926 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1699 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1912 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4440 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1268 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1651 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3786 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2598 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4687.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5686.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1306 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2167 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_CC9K\f8d36bd8116578c72bb50db2a3286a54.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0449 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2492 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4312 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4536 (9).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0543.jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\ca35e418f99b023b123fc8440ae1c37f.png,1,wildfake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img017096.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3573 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1858 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4604.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3623 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0773 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2185 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0058 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3799 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1844 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4595 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4031 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_CC9K\04f9d8afdc5cdb1708cf747330906b98.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2999 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2559 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img003676.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5766 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3197 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2682 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\a5cd82a0a73c0696da3b369ad4e81285.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2799 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1301.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4002 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3257 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5422 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\15a93dabe84e2fb38ba634dc6bb505ed.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3231 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0331 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5343 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2371 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0005 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0119.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3723.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3260 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0654 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3157 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1963 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2208 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4719 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5464 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3018 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3118.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2773 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2009 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4874 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\2fab61941d231ebd46f4f6f0fdd94906.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0299 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4185 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\sid_set\00002_00073.jpg,1,sid_set
C:\Projects\choochoo\data\raw\sid_set\00000_00192.jpg,1,sid_set
C:\Projects\choochoo\data\raw\cifake\train\REAL\4326 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\862b21ca2304ce3087929167809b8695.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2538 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\683 (9).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1512.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3997 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1881 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0335 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5531 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\sid_set\00000_00316.jpg,0,sid_set
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2611.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1852 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1354 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1364 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4301 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\d94a2669a16ed6da334896419d0d9624.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0567 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4183 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3319 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1016 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0632.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1938 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3922 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1364 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4820 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1725 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3688 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1215 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2122 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3824 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3132.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2359 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\171 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2559 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4967 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0056 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3300 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0593 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3494 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3386 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5640 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4222 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3096 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\sid_set\00004_00736.jpg,0,sid_set
C:\Projects\choochoo\data\raw\cifake\train\REAL\3970 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3370 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0282 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\757.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4357 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0517 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0666 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2875.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4108 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2483 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3943 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4770 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2429 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1324 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5461 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1016 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2848 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4891 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1303 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4731 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0013 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0931 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\966 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4221 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5157 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4929 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2523 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4997 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1392 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\942 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1828 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1854 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0842 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3814 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2827 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2438 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\7236f031d0d2a1a5d682889a55c24625.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3034.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2790 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1304 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2763 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2521 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1891 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2292 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0237 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4473 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\606 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4126 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2759 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1512 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4224 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img026241.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2550.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2895 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2750 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3971 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3923 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2059 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4260 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1828.jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\a5f40cb514c8a29efa9b25f04f7dcb81.png,1,wildfake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\56b62d4d03d2ab194d8afa9acb2c9484.png,1,wildfake
